,西瓜胡萝卜沙拉,麻辣小龙虾,农夫山泉NFC果汁100%橙汁,番茄炖牛腩,凉拌菠菜,芝士烩波士顿龙虾,姜葱炒花蟹,水煮鱼,百里香奶油烤紅酒牛肉,香菇鹌鹑蛋,拌土豆丝,焖猪手,53度茅台,路易拉菲红酒干红,意文柠檬汁 ,蛋挞,黄油曲奇饼干,香菇鸡肉粥,哈尔滨啤酒罐装,清蒸海鱼,辣炒鱿鱼,爆炒猪肝,啤酒鸭,干锅田鸡,番茄蛋汤,黄花菜炒木耳,凉拌萝卜丝,38度剑南春 ,蓝带啤酒罐装,老式面包,一品香酥藕,牛奶卷,葡萄奶酥(超酥香的饼干),葱姜炒蟹,百威啤酒罐装,大理石奶油蛋糕,党参黄芪炖牛尾,三色凉拌手撕兔,白斩鸡,爆炒鸡翅,清炒菊花菜,培根花菜, 北冰洋汽水 ,核桃葡萄干土司,倒立蒸梭子蟹,番茄甘蓝,红酒炖羊肉,桂圆枸杞鸽子汤,黄尾袋鼠西拉子红葡萄酒,黑米恋上葡萄,皮蛋瘦肉粥,油焖麻辣虾,蒜香辣花甲,蒜蓉生蚝,番茄有机花菜,谷稻小庄 ,冰糖红豆薏米粥,海带结豆腐汤,爆炒双丝,香烤牛排,小米南瓜粥,咖啡奶香面包,葱油凉拌藕片,桂圆肉红豆八宝饭,五色糯米饭(七色),剁椒鱼头,辣炒田螺,不加一滴油的酸奶蛋糕,木须豌豆,酸辣汤面,照烧鸡腿,青炒扁豆,重庆特色油烧兔,培根紫菜卷,红酒土豆烧鸭腿,三丝鳝鱼,白胡椒胡萝卜羊肉汤,孜然羊排,青岛啤酒罐装,辣炒海带丝,爆炒鳝碌,金玉良缘,酸辣藕丁,香酥两吃大虾,避风塘炒蟹,凉拌蒜蓉西兰花,南瓜枸杞小饼干, 42度海之蓝,清爽拌凉面,超人气广式肠粉,蒙古烤羊腿,肉丁茄子,山药养生粥,广式虾仁肠粉,杭椒鸡珍,凉拌海带豆芽紫菜,泡椒凤爪,张裕葡萄酒张裕赤霞珠干红,玉竹南北杏鸭腿汤,糖醋蕃茄溜青花,芹菜炒腰花,花蛤蒸蛋,鲜美鳝鱼,芝麻烤紫菜,辣炒花蛤,豌豆薯仔猪骨汤,清蒸蝶鱼,小炒羊腰,鸡蛋、肉末肠粉,打卤面,番茄炖秋葵,大蒜苋菜,紫薯面包卷,纸杯蛋糕,香辣腐乳炒虾,露露无糖杏仁露,独家薄荷鲜虾牛肉卷,美妙绝伦之白莲花,52度泸州老窖 ,50度古井贡酒,五香酱驴肉,蒜香包,炝炒大白菜,盘蟹蒸蛋,五彩藕苗,芹黄鳝丝,宝宝版牛肉肠粉,牛尾汤,冰镇花螺,冬瓜炒苦瓜,特醇嘉士伯啤酒罐装,香辣爆羊肝,自制猪肉脯,土豆西红柿汤面,牛肉鸡蛋肠粉,铁板牛肉,百里香奶油烤红酒牛肉,鱼香肉丝拌面,南瓜芝士包,法国波尔多AOC干红葡萄酒原,五彩豆,长城窖酿解百纳红酒干红葡萄酒,快炒黄鳝
紫薯面包卷,0.1607,0.1605,0.1481,0.1509,0.1156,0.1558,0.1321,0.1799,0.0,0.1373,0.1111,0.1125,0.1077,0.1429,0.1532,0.0991,0.0484,0.1233,0.0984,0.129,0.1218,0.0902,0.1905,0.119,0.1268,0.1358,0.1111,0.1207,0.1186,0.0896,0.1408,0.0351,0.1449,0.1447,0.1091,0.1304,0.0405,0.0862,0.15,0.1829,0.1625,0.1084,0.0412,0.1475,0.1236,0.1647,0.1765,0.0988,0.0964,0.0988,0.1818,0.1604,0.0783,0.1351,0.1458,0.193,0.2717,0.1379,0.1122,0.1339,0.1522,0.0727,0.1852,0.1957,0.2308,0.152,0.1644,0.1061,0.0964,0.0635,0.1667,0.0714,0.1,0.1807,0.1268,0.0192,0.1532,0.1167,0.0794,0.1343,0.1053,0.1134,0.1196,0.1667,0.1429,0.1786,0.1625,0.0536,0.1839,0.1333,0.1185,0.1013,0.1136,0.0169,0.087,0.0517,0.1231,0.0811,0.1053,0.1429,0.1138,0.1029,0.0847,0.1316,0.125,0.1102,0.102,0.0455,0.0816,0.1667,0.1486,0.1224,0.0,0.0882,0.1818,0.0779,0.1702,0.1145,0.0323,0.0877,0.1299,0.1389,0.1441,0.1154,0.1667,0.0926,0.0741,0.0921,0.0893,0.1481,0.0755,0.0978,0.1716,0.1132,0.0833,0.0217,0.1852,0.2308,0.1364,0.1385,0.0455,0.0741,0.0702
纸杯蛋糕,0.1717,0.0943,0.1286,0.125,0.0947,0.1156,0.0928,0.0563,0.0,0.1209,0.0549,0.1007,0.0741,0.1186,0.0857,0.1134,0.0625,0.0968,0.0816,0.115,0.0878,0.1019,0.1467,0.0959,0.082,0.0263,0.0556,0.0625,0.0196,0.0536,0.1167,0.0465,0.0484,0.0735,0.0444,0.0847,0.0862,0.0208,0.0685,0.1216,0.0533,0.1304,0.1447,0.0769,0.075,0.0759,0.0617,0.0714,0.0548,0.0563,0.0588,0.09,0.1,0.0769,0.0549,0.131,0.0729,0.0612,0.0674,0.1188,0.122,0.0,0.0649,0.1163,0.1329,0.1017,0.0758,0.0727,0.1159,0.06,0.1053,0.0702,0.0833,0.0633,0.0645,0.0541,0.0962,0.1111,0.0189,0.069,0.1136,0.1059,0.1125,0.1181,0.1212,0.0826,0.1449,0.0714,0.0595,0.08,0.1322,0.1061,0.1053,0.0222,0.1296,0.0682,0.0351,0.1186,0.0426,0.0889,0.1081,0.0702,0.0417,0.1803,0.0741,0.125,0.0805,0.0577,0.0,0.1111,0.1094,0.0549,0.0882,0.0,0.1075,0.15,0.0787,0.1,0.0204,0.0667,0.1774,0.1333,0.066,0.1231,0.1667,0.0,0.0476,0.0781,0.093,0.0667,0.0238,0.0875,0.1,0.0227,0.0408,0.0312,0.0933,0.0645,0.0893,0.1538,0.1224,0.0476,0.0682
香辣腐乳炒虾,0.1691,0.2056,0.0991,0.189,0.1952,0.1829,0.1462,0.1988,0.0,0.1983,0.1681,0.2395,0.0978,0.0792,0.163,0.1269,0.033,0.0777,0.0549,0.1901,0.193,0.1825,0.1316,0.0885,0.1122,0.1,0.1226,0.119,0.1176,0.0625,0.1111,0.0602,0.0909,0.1262,0.0588,0.1031,0.1522,0.0698,0.1415,0.156,0.1402,0.0804,0.1017,0.1124,0.1121,0.1228,0.1416,0.0442,0.0619,0.0826,0.1466,0.1259,0.1504,0.1078,0.1393,0.201,0.1774,0.0674,0.1695,0.1818,0.125,0.0353,0.1792,0.188,0.2654,0.1689,0.1068,0.0851,0.1321,0.0667,0.1651,0.1304,0.0556,0.1441,0.1122,0.025,0.1894,0.1319,0.043,0.1413,0.1084,0.1513,0.1478,0.2143,0.125,0.15,0.1731,0.0602,0.0909,0.0659,0.1688,0.1048,0.1441,0.0595,0.1183,0.0588,0.0851,0.1474,0.0575,0.1371,0.1773,0.0947,0.0568,0.1386,0.0745,0.2121,0.1417,0.0652,0.038,0.1414,0.1287,0.2087,0.1818,0.1075,0.0,0.098,0.1301,0.1905,0.0568,0.0833,0.1373,0.0882,0.1818,0.1154,0.1398,0.0732,0.061,0.1667,0.0714,0.0833,0.075,0.1607,0.2,0.0732,0.0217,0.0133,0.1468,0.1122,0.1183,0.0619,0.0769,0.061,0.0465
露露无糖杏仁露,0.1364,0.1159,0.1282,0.1038,0.1244,0.1307,0.0952,0.1277,0.0,0.1327,0.0938,0.1019,0.0806,0.1364,0.1182,0.125,0.0345,0.1159,0.0333,0.1345,0.1258,0.1228,0.1446,0.0595,0.0714,0.1299,0.0366,0.0345,0.0517,0.0794,0.1014,0.0588,0.0423,0.0789,0.0182,0.1774,0.125,0.0357,0.16,0.122,0.1139,0.1299,0.2,0.1607,0.1176,0.1325,0.1176,0.1053,0.1026,0.0633,0.1512,0.1238,0.1121,0.1286,0.0825,0.1307,0.098,0.0702,0.0947,0.1296,0.1882,0.0588,0.0964,0.1413,0.1104,0.1583,0.1111,0.0968,0.1169,0.0877,0.1341,0.0938,0.0339,0.1625,0.0417,0.0213,0.1284,0.1121,0.0862,0.0758,0.0357,0.1573,0.1011,0.1039,0.0506,0.114,0.1282,0.0385,0.1395,0.0678,0.1061,0.0513,0.1481,0.0185,0.0769,0.098,0.0968,0.0714,0.0545,0.0808,0.1579,0.129,0.0172,0.125,0.0635,0.1351,0.1319,0.0667,0.0667,0.1449,0.0811,0.1053,0.0779,0.15,0.098,0.0,0.117,0.1557,0.0926,0.0364,0.1081,0.0548,0.1193,0.1714,0.0909,0.0385,0.06,0.0833,0.0566,0.0179,0.0196,0.1429,0.1603,0.0588,0.0526,0.0244,0.0964,0.1194,0.1111,0.0781,0.1034,0.0392,0.037
独家薄荷鲜虾牛肉卷,0.1692,0.1864,0.1735,0.1803,0.1961,0.1976,0.1833,0.1923,0.0,0.1695,0.1379,0.1364,0.1325,0.1209,0.2,0.1803,0.0482,0.0947,0.0471,0.209,0.2012,0.1314,0.1619,0.0841,0.0968,0.0962,0.1429,0.061,0.1,0.0795,0.1444,0.08,0.1099,0.1474,0.0641,0.0638,0.1379,0.0625,0.14,0.1333,0.1386,0.0654,0.1081,0.122,0.1091,0.1415,0.1193,0.11,0.0865,0.1212,0.1351,0.1789,0.1406,0.1042,0.211,0.2021,0.178,0.1282,0.213,0.192,0.1327,0.0946,0.1683,0.1681,0.2147,0.1448,0.1758,0.092,0.1188,0.0723,0.165,0.0659,0.0353,0.2,0.0968,0.0,0.1538,0.1304,0.0588,0.0769,0.0625,0.1607,0.1261,0.1726,0.1111,0.1756,0.1165,0.0385,0.1792,0.0843,0.1533,0.1354,0.1215,0.0123,0.0778,0.0506,0.1047,0.1087,0.0625,0.1552,0.1606,0.1023,0.075,0.1134,0.1463,0.125,0.1607,0.046,0.0274,0.1648,0.1383,0.1,0.1702,0.0787,0.1301,0.117,0.0,0.1667,0.0488,0.05,0.1354,0.0833,0.1374,0.1237,0.1786,0.0519,0.0526,0.1667,0.0506,0.0633,0.0395,0.1714,0.1776,0.0946,0.0875,0.0299,0.1346,0.1724,0.1023,0.1034,0.1098,0.0667,0.0641
美妙绝伦之白莲花,0.1975,0.2551,0.1705,0.1613,0.2785,0.3111,0.1634,0.2402,0.0,0.1678,0.1053,0.2228,0.1304,0.0866,0.1772,0.1688,0.0424,0.0938,0.0504,0.2222,0.2595,0.2013,0.1791,0.1343,0.0866,0.1029,0.1045,0.0603,0.0333,0.0917,0.112,0.0833,0.096,0.1328,0.0439,0.124,0.08,0.0522,0.1364,0.1071,0.1439,0.1194,0.1778,0.0847,0.1367,0.163,0.1791,0.1136,0.1119,0.097,0.1655,0.183,0.1667,0.084,0.12,0.297,0.1986,0.0598,0.1678,0.1635,0.1469,0.0636,0.1324,0.1748,0.2717,0.2547,0.144,0.0826,0.1288,0.0593,0.1143,0.0992,0.069,0.1387,0.0698,0.0278,0.1698,0.2308,0.0862,0.0635,0.1101,0.1448,0.1752,0.2595,0.1145,0.25,0.1269,0.0446,0.15,0.0769,0.2294,0.1508,0.2,0.0631,0.1176,0.0531,0.065,0.0952,0.0614,0.1409,0.242,0.0726,0.0609,0.1339,0.0656,0.1812,0.1773,0.0855,0.0472,0.1094,0.1349,0.2353,0.1145,0.1,0.1905,0.1557,0.1667,0.0,0.0517,0.0619,0.1885,0.1024,0.2416,0.124,0.0887,0.0263,0.0175,0.1371,0.0085,0.0619,0.036,0.2045,0.2722,0.0541,0.0885,0.0,0.1,0.0698,0.1271,0.1282,0.041,0.045,0.0531
52度泸州老窖 ,0.0495,0.0719,0.0615,0.0889,0.0476,0.0922,0.0323,0.0448,0.0,0.0824,0.0488,0.1079,0.0,0.0182,0.0196,0.0538,0.0789,0.0357,0.0238,0.0841,0.0634,0.0792,0.0411,0.0448,0.037,0.1148,0.0476,0.0789,0.0769,0.0652,0.0755,0.129,0.0377,0.1053,0.0278,0.0588,0.0392,0.0,0.0794,0.0429,0.0952,0.0303,0.0694,0.0952,0.0857,0.0417,0.0556,0.0484,0.0152,0.0484,0.039,0.0645,0.0526,0.0526,0.0617,0.0526,0.0814,0.0244,0.1039,0.051,0.0789,0.0294,0.0286,0.075,0.0411,0.0714,0.0702,0.0426,0.0806,0.075,0.0423,0.0408,0.05,0.0571,0.0566,0.0741,0.0612,0.0476,0.0233,0.1304,0.0,0.12,0.0533,0.0559,0.0,0.0385,0.0455,0.0,0.0395,0.0476,0.0325,0.0328,0.0571,0.0,0.0408,0.0,0.0652,0.0182,0.0541,0.0353,0.0561,0.02,0.0526,0.0333,0.0213,0.0594,0.1053,0.0227,0.0,0.0909,0.0517,0.075,0.0323,0.0204,0.0568,0.0926,0.0488,0.0517,0.0,0.0556,0.05,0.0741,0.0619,0.0328,0.0816,0.129,0.0,0.0926,0.0278,0.0556,0.0312,0.0267,0.0726,0.0606,0.0789,0.0,0.0909,0.0566,0.0408,0.0204,0.0465,0.0303,0.0278
50度古井贡酒,0.04,0.0519,0.0635,0.1034,0.0595,0.0857,0.0562,0.0455,0.0455,0.0714,0.037,0.0411,0.0,0.0588,0.0737,0.0667,0.0263,0.037,0.0513,0.1068,0.0347,0.0918,0.0571,0.1333,0.0385,0.082,0.0323,0.0541,0.0811,0.0444,0.1,0.0645,0.06,0.0702,0.0294,0.0612,0.0625,0.0278,0.082,0.1094,0.0806,0.0645,0.0563,0.0476,0.1212,0.0735,0.0882,0.0678,0.1017,0.0862,0.0541,0.0543,0.0889,0.0943,0.0769,0.0659,0.0341,0.0811,0.1216,0.0521,0.039,0.0312,0.0938,0.037,0.0949,0.0727,0.0351,0.0444,0.1017,0.0513,0.0588,0.0426,0.1111,0.0746,0.08,0.08,0.0625,0.0485,0.0244,0.087,0.1212,0.0789,0.0694,0.0719,0.069,0.0928,0.0635,0.0312,0.0405,0.05,0.0593,0.0893,0.0588,0.0303,0.0889,0.0,0.0,0.0385,0.0571,0.0886,0.0673,0.0889,0.0556,0.0526,0.0222,0.0606,0.1081,0.1316,0.0385,0.0545,0.0727,0.12,0.0877,0.0667,0.0833,0.0364,0.05,0.0619,0.0556,0.0,0.0893,0.037,0.0745,0.0339,0.0851,0.0645,0.0,0.0364,0.0938,0.2,0.069,0.0417,0.065,0.0645,0.0541,0.0,0.129,0.08,0.0889,0.0213,0.075,0.0323,0.0294
五香酱驴肉,0.1727,0.1131,0.0698,0.1524,0.1451,0.1419,0.1442,0.1479,0.0,0.1275,0.101,0.1346,0.0441,0.1127,0.1441,0.1204,0.0492,0.0946,0.0476,0.112,0.1299,0.1478,0.1786,0.1205,0.0972,0.1519,0.0854,0.0847,0.0656,0.0909,0.1594,0.0175,0.0541,0.1026,0.0169,0.1,0.0411,0.0877,0.2133,0.1034,0.122,0.0833,0.1364,0.0781,0.1,0.1264,0.0879,0.0864,0.0465,0.1,0.1196,0.1296,0.1284,0.1067,0.1474,0.1278,0.1262,0.1017,0.102,0.1351,0.117,0.0357,0.1176,0.09,0.1667,0.144,0.0909,0.1077,0.2,0.082,0.1412,0.0725,0.0833,0.1149,0.197,0.04,0.1651,0.1083,0.0806,0.0714,0.0508,0.1146,0.0968,0.1678,0.1299,0.1293,0.15,0.0741,0.1087,0.0984,0.145,0.0886,0.1279,0.0351,0.1562,0.0714,0.0588,0.0972,0.069,0.1562,0.1333,0.0571,0.0,0.1644,0.0441,0.1207,0.1383,0.0794,0.0196,0.1216,0.1053,0.101,0.1299,0.1774,0.1373,0.1081,0.1354,0.1885,0.05,0.0893,0.0,0.0946,0.115,0.1316,0.1176,0.0741,0.0556,0.1389,0.0345,0.1091,0.0566,0.1494,0.1223,0.0741,0.1228,0.0222,0.1176,0.1127,0.1045,0.1231,0.1148,0.0179,0.0526
蒜香包,0.1376,0.1667,0.1757,0.2083,0.1192,0.1391,0.1875,0.1533,0.0,0.1111,0.1064,0.0955,0.082,0.0725,0.1619,0.16,0.0727,0.0857,0.1296,0.1167,0.1655,0.1239,0.1059,0.1,0.0725,0.1026,0.0633,0.1132,0.1321,0.1356,0.1364,0.0816,0.1231,0.1408,0.0577,0.0435,0.0923,0.0556,0.1026,0.0833,0.1299,0.1169,0.1047,0.0323,0.1605,0.1481,0.093,0.1528,0.1184,0.1528,0.0769,0.1359,0.1683,0.0986,0.1183,0.1314,0.1212,0.0714,0.1075,0.1635,0.1111,0.06,0.1392,0.1429,0.1565,0.122,0.0676,0.0806,0.1184,0.0893,0.1358,0.1311,0.1111,0.122,0.1212,0.0,0.1193,0.1636,0.1071,0.0769,0.1176,0.1209,0.1023,0.1267,0.1081,0.0957,0.1918,0.06,0.1412,0.0508,0.1885,0.1096,0.1358,0.0385,0.1311,0.0577,0.0635,0.1385,0.0962,0.1158,0.1102,0.0455,0.0357,0.0526,0.1,0.1574,0.0737,0.05,0.0217,0.2,0.1127,0.0612,0.1389,0.1333,0.0882,0.0548,0.0833,0.1024,0.0741,0.037,0.0946,0.0,0.1308,0.125,0.0923,0.0192,0.04,0.0845,0.0377,0.12,0.0625,0.1446,0.1022,0.06,0.0926,0.0513,0.0843,0.1746,0.1695,0.1148,0.0678,0.04,0.0185
炝炒大白菜,0.1575,0.2473,0.1892,0.1667,0.267,0.2765,0.1866,0.1871,0.0115,0.2109,0.1462,0.2191,0.099,0.1226,0.1678,0.2015,0.04,0.0901,0.0707,0.2695,0.2229,0.2647,0.188,0.1667,0.1019,0.1593,0.1316,0.1064,0.0825,0.098,0.1321,0.0538,0.0926,0.125,0.0526,0.1143,0.1154,0.0737,0.1593,0.1724,0.1282,0.1197,0.129,0.1122,0.1583,0.1695,0.1583,0.1429,0.1504,0.1532,0.1626,0.2273,0.1812,0.1495,0.1641,0.2656,0.1642,0.0938,0.1746,0.1857,0.1328,0.0538,0.1538,0.192,0.2722,0.2797,0.1071,0.12,0.2037,0.0816,0.1417,0.0857,0.05,0.161,0.1121,0.0222,0.1761,0.227,0.1263,0.055,0.0851,0.1484,0.1639,0.1955,0.114,0.2667,0.1379,0.0769,0.127,0.0808,0.2418,0.1351,0.1709,0.0761,0.0755,0.0526,0.0566,0.1333,0.0515,0.208,0.2222,0.0962,0.051,0.1261,0.0882,0.2057,0.2149,0.0588,0.0575,0.1284,0.1273,0.1732,0.1441,0.066,0.1818,0.1193,0.1374,0.2416,0.0619,0.0745,0.115,0.1308,0.0,0.1776,0.0943,0.0538,0.0211,0.1296,0.0309,0.1099,0.0667,0.1765,0.225,0.0889,0.0947,0.0361,0.1157,0.1226,0.1176,0.066,0.0909,0.0543,0.0309
盘蟹蒸蛋,0.1835,0.1402,0.1948,0.1748,0.1451,0.1879,0.0917,0.1164,0.0,0.1386,0.172,0.1203,0.1639,0.1286,0.1869,0.1635,0.0492,0.125,0.0476,0.1301,0.1523,0.1478,0.125,0.1205,0.0972,0.0964,0.141,0.0667,0.0656,0.0588,0.0959,0.0545,0.1642,0.1026,0.0714,0.1,0.1515,0.0333,0.1098,0.1034,0.1358,0.1519,0.1628,0.1129,0.1379,0.1951,0.125,0.0732,0.0976,0.1282,0.1705,0.1619,0.1284,0.2029,0.172,0.1469,0.1048,0.1017,0.1368,0.156,0.1798,0.0943,0.1047,0.172,0.1824,0.126,0.0769,0.125,0.1111,0.082,0.1548,0.1212,0.0317,0.0899,0.0972,0.0196,0.1651,0.1466,0.0984,0.087,0.0333,0.163,0.1461,0.1373,0.1154,0.1391,0.15,0.0357,0.1333,0.1552,0.1538,0.0617,0.1687,0.0351,0.1212,0.1111,0.1077,0.1791,0.0333,0.1684,0.1148,0.0571,0.0328,0.1333,0.0923,0.1111,0.1889,0.0303,0.0833,0.137,0.1507,0.1237,0.1154,0.1231,0.1154,0.1714,0.1237,0.124,0.0328,0.0339,0.1316,0.125,0.1776,0.0,0.1343,0.0175,0.0755,0.1081,0.0714,0.1091,0.0,0.1494,0.1556,0.1373,0.1852,0.0222,0.0674,0.0822,0.1045,0.1061,0.1525,0.0962,0.0526
五彩藕苗,0.19,0.1274,0.1884,0.1562,0.1105,0.0987,0.09,0.0851,0.0,0.1538,0.125,0.1284,0.0893,0.0781,0.1359,0.1327,0.08,0.0923,0.0566,0.1026,0.1081,0.0991,0.1711,0.1216,0.1129,0.0658,0.1127,0.1489,0.1,0.069,0.0938,0.0667,0.1333,0.0857,0.087,0.0806,0.1186,0.04,0.0946,0.1944,0.1081,0.1096,0.0976,0.0727,0.1266,0.1892,0.1125,0.0986,0.0667,0.1304,0.1205,0.1313,0.1188,0.1406,0.125,0.1287,0.1158,0.1224,0.1951,0.16,0.1585,0.0435,0.1039,0.125,0.1458,0.1083,0.1562,0.0333,0.1111,0.0769,0.1918,0.1429,0.0577,0.1013,0.1311,0.05,0.0833,0.0885,0.0364,0.1017,0.1064,0.1975,0.15,0.1007,0.1159,0.0804,0.1233,0.1163,0.1084,0.0755,0.0938,0.0857,0.1013,0.0208,0.0492,0.0417,0.069,0.1311,0.0833,0.0745,0.0769,0.1228,0.0192,0.1194,0.1731,0.1321,0.1023,0.0943,0.05,0.1061,0.1385,0.1512,0.1667,0.1667,0.1398,0.0909,0.1786,0.0887,0.0816,0.0851,0.1176,0.0923,0.0943,0.1343,0.0,0.0435,0.0217,0.1613,0.1111,0.0625,0.0952,0.1111,0.1061,0.0435,0.102,0.0,0.1333,0.0781,0.1228,0.0678,0.0943,0.0444,0.0638
芹黄鳝丝,0.0412,0.053,0.0492,0.022,0.0432,0.0493,0.0581,0.0465,0.0,0.061,0.0519,0.0347,0.0238,0.0851,0.0206,0.0568,0.0588,0.0392,0.027,0.0374,0.0282,0.04,0.0143,0.0317,0.0408,0.05,0.0167,0.0588,0.0882,0.1,0.0612,0.0,0.0204,0.0943,0.0323,0.0652,0.0213,0.1333,0.0862,0.0625,0.0492,0.0161,0.0435,0.025,0.029,0.0294,0.0597,0.0909,0.0508,0.0526,0.0417,0.0682,0.0326,0.0,0.0,0.0479,0.0476,0.0278,0.0526,0.0652,0.0548,0.0,0.0152,0.0946,0.05,0.0268,0.037,0.0233,0.0333,0.027,0.0455,0.0222,0.0571,0.0455,0.0408,0.0435,0.0532,0.0194,0.0263,0.093,0.0,0.0395,0.0278,0.058,0.0351,0.051,0.0492,0.0345,0.0423,0.0541,0.0427,0.1154,0.0299,0.0333,0.0455,0.0323,0.0476,0.0,0.0625,0.0506,0.0385,0.0222,0.0606,0.0556,0.0238,0.0408,0.0533,0.0811,0.0,0.0577,0.0566,0.0519,0.0926,0.0,0.0732,0.0385,0.0519,0.0263,0.129,0.0645,0.0741,0.0192,0.0538,0.0175,0.0435,0.0,0.0,0.0189,0.0,0.0312,0.0769,0.0588,0.0667,0.0714,0.0588,0.0588,0.0984,0.0408,0.0455,0.0227,0.0256,0.0357,0.0
宝宝版牛肉肠粉,0.0638,0.0464,0.0678,0.0698,0.0435,0.0496,0.0714,0.0469,0.0,0.0617,0.0526,0.035,0.1351,0.0204,0.0652,0.0455,0.0,0.1064,0.0571,0.068,0.0584,0.0619,0.0448,0.0159,0.0204,0.1071,0.0526,0.0294,0.0909,0.0238,0.02,0.0357,0.0652,0.0755,0.0,0.0213,0.0444,0.0,0.0508,0.0806,0.05,0.069,0.029,0.0811,0.0606,0.0952,0.0,0.0172,0.0702,0.0926,0.0571,0.0449,0.0562,0.0189,0.039,0.0357,0.0357,0.0286,0.0533,0.0659,0.0556,0.0741,0.1186,0.0526,0.0429,0.027,0.0577,0.075,0.0702,0.1212,0.0625,0.0465,0.0588,0.0794,0.1111,0.0,0.0316,0.0505,0.0556,0.0455,0.0,0.013,0.0896,0.0584,0.0357,0.0851,0.125,0.0357,0.1061,0.0857,0.0342,0.0179,0.0462,0.0,0.0227,0.0333,0.0,0.0417,0.0,0.0649,0.0288,0.0976,0.0,0.0566,0.0769,0.01,0.0263,0.0,0.0455,0.102,0.0784,0.0256,0.0741,0.0476,0.061,0.06,0.0526,0.0175,0.0,0.0,0.0556,0.04,0.0211,0.0755,0.0217,0.0,0.0,0.06,0.069,0.0667,0.0,0.029,0.041,0.0357,0.0294,0.0,0.0645,0.0204,0.125,0.1282,0.0541,0.12,0.0
牛尾汤,0.1682,0.1159,0.0476,0.1818,0.1244,0.1611,0.1058,0.1119,0.0,0.1935,0.1413,0.1689,0.0806,0.0714,0.1081,0.0935,0.1321,0.1324,0.069,0.1345,0.1333,0.1532,0.131,0.141,0.087,0.1299,0.0625,0.0714,0.1509,0.1525,0.0704,0.08,0.0882,0.0933,0.098,0.0735,0.1613,0.0545,0.1154,0.1646,0.0864,0.0875,0.0435,0.1017,0.1047,0.1059,0.131,0.0909,0.0617,0.0909,0.1,0.1456,0.1019,0.0972,0.0938,0.1503,0.1429,0.0893,0.1304,0.1296,0.1477,0.08,0.1519,0.129,0.1477,0.1032,0.1594,0.1148,0.1316,0.069,0.1772,0.0769,0.0702,0.1341,0.1364,0.0213,0.1284,0.1026,0.1053,0.1094,0.1373,0.1705,0.1136,0.1111,0.137,0.1339,0.1733,0.102,0.1264,0.0678,0.1231,0.1233,0.1205,0.0377,0.1475,0.037,0.1333,0.1364,0.0357,0.1031,0.1,0.0769,0.0536,0.125,0.0806,0.0862,0.0842,0.0492,0.0,0.1618,0.1268,0.129,0.0921,0.0781,0.1667,0.0833,0.1667,0.1371,0.0926,0.0364,0.1389,0.0845,0.1296,0.1081,0.1613,0.0189,0.06,0.0,0.037,0.0556,0.1304,0.1429,0.0857,0.08,0.1111,0.0244,0.0964,0.0274,0.0769,0.0781,0.0667,0.0816,0.0566
冰镇花螺,0.0729,0.0387,0.0645,0.0674,0.0428,0.0559,0.022,0.062,0.0,0.0595,0.0247,0.0709,0.0227,0.0192,0.0521,0.044,0.0,0.1458,0.0526,0.0367,0.035,0.0392,0.058,0.0308,0.1042,0.0484,0.0678,0.0556,0.0263,0.0222,0.0189,0.0,0.04,0.0169,0.0303,0.02,0.087,0.0286,0.0656,0.129,0.0476,0.0484,0.0571,0.0238,0.0282,0.0746,0.0139,0.0333,0.0667,0.0508,0.0267,0.0213,0.0543,0.0755,0.0506,0.0473,0.0588,0.0833,0.0649,0.0526,0.0395,0.0323,0.0455,0.0779,0.0567,0.0263,0.0357,0.0698,0.0667,0.0811,0.0597,0.1163,0.0263,0.0597,0.0,0.04,0.0412,0.0388,0.025,0.0652,0.0286,0.0385,0.0857,0.0725,0.0702,0.0606,0.082,0.0667,0.027,0.0513,0.0598,0.0526,0.0441,0.0312,0.0435,0.0625,0.0698,0.06,0.0588,0.0366,0.028,0.0667,0.0278,0.0351,0.0976,0.0505,0.0385,0.0244,0.0,0.0364,0.0545,0.0506,0.0893,0.093,0.0714,0.0566,0.0506,0.0085,0.0278,0.0938,0.0345,0.0377,0.0309,0.0714,0.1111,0.0,0.069,0.037,0.0,0.0606,0.0345,0.0278,0.04,0.0,0.0,0.0,0.0615,0.0392,0.0,0.0217,0.05,0.1071,0.0625
